gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_techsupport,ExpectedTenure,CLV
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.35,150.6,3,1,1.0572130572130571,0,24,488.40000000000003
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,358.5,1,1,0.9933499584372402,0,24,481.20000000000005
0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,95.75,6849.4,2,6,1.0075239951458095,1,71,6798.25
1,0,1,1,67,1,2,0,2,0,2,0,2,2,2,1,2,79.7,5293.4,2,7,0.9912919717597706,1,67,5339.900000000001
0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2,2,6,1.0240951122853368,1,50,3785.0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05,0,3,1.0,1,24,1801.1999999999998
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,144.8,0,3,0.9685618729096991,1,24,1794.0
1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85,2,8,1.033231185218567,0,70,5547.5
0,0,1,0,72,0,1,0,0,2,2,0,2,2,2,1,2,54.2,3937.45,2,5,1.0089816523165231,1,72,3902.4
0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3,0,6,1.0735444330949948,0,24,2349.6000000000004
1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,828.2,1,3,1.0075425790754258,0,24,822.0
0,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,2,74.15,1345.75,1,3,1.008279014010639,1,24,1779.6000000000001
1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,89.05,0,2,1.2577683615819206,0,24,566.4000000000001
1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,7053.35,2,8,1.027211825529746,0,62,6866.5
1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3777.15,2,6,1.0014980776879225,1,38,3771.5
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15,0,2,1.0419956927494616,1,24,1671.6000000000001
0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,5730.15,2,7,1.0080483428330165,0,72,5684.400000000001
0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,2,5,1.0181129189264357,1,51,2876.4
1,0,1,1,8,1,2,0,2,2,0,2,0,2,2,1,1,76.15,645.8,3,7,1.0600787918581744,0,24,1827.6000000000001
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,52.0,0,1,0.9075043630017451,0,24,458.40000000000003
0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,5129.45,2,6,0.9772614692882182,1,54,5248.8
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,0,1,0.8320895522388059,0,24,482.40000000000003
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,93.85,635.6,3,5,0.9675013319126267,1,24,2252.3999999999996
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45,1261.35,1,3,1.0588901947615847,1,24,1786.8000000000002
0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,2,7,0.962372466518164,0,69,7272.6
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,0,4,1.0286200495049505,0,24,1939.1999999999998
0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,3339.05,2,5,0.9447824118612416,0,41,3534.2000000000003
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,825.7,3,3,1.0015161622900115,1,24,1798.8000000000002
1,0,1,1,72,1,2,1,2,2,2,2,2,0,2,1,1,106.1,7548.6,2,8,0.9881401193842287,0,72,7639.2
1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.7,293.65,0,6,0.9917257683215128,0,24,2368.8
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5,3,4,0.936046511627907,1,24,1444.8000000000002
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,19.45,0,1,1.0,0,24,466.79999999999995
1,0,1,0,9,1,0,1,0,2,2,0,0,0,0,1,2,79.9,741.7,3,4,1.031428174106522,1,24,1917.6000000000001
0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35,2,6,1.0585285347535598,1,62,6271.3
0,0,0,0,12,0,1,0,2,0,0,2,0,0,1,1,3,33.6,435.45,3,3,1.0799851190476188,0,24,806.4000000000001
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.75,1864.2,2,2,1.0055016181229774,0,72,1854.0
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,706.6,3,3,1.050315867707172,1,24,1794.0
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,0,2,74.95,815.5,3,3,0.9891442780035175,1,24,1798.8000000000002
1,0,0,0,69,1,0,1,0,2,2,2,2,2,1,1,0,104.05,7262.0,2,7,1.0114980952579933,0,69,7179.45
1,0,1,1,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,1107.25,1,3,0.9855362705829995,1,24,1797.6000000000001
0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2,2,7,1.0017503805175039,0,72,5256.0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,19.55,124.45,0,1,1.0609548167092924,0,24,469.20000000000005
1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,65.55,237.2,0,5,0.9046529366895499,0,24,1573.1999999999998
0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1272.05,2,1,1.1299578059071729,0,57,1125.75
1,1,0,0,57,1,2,0,0,2,2,0,2,2,2,1,0,79.75,4438.2,2,7,0.9763405378650387,1,57,4545.75
1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.95,280.4,3,2,0.9365397461589846,0,24,598.8
0,0,1,0,68,1,0,0,0,2,0,2,2,0,2,0,0,64.1,4326.25,2,5,0.9925323483527578,0,68,4358.799999999999
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1753.0,2,2,0.9876056338028169,0,71,1775.0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.15,343.45,1,1,1.0549838734449395,0,24,459.59999999999997
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,0,2,1.0,1,24,1072.8000000000002
0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,450.4,1,3,0.9787049109083007,0,24,849.5999999999999
1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,216.9,0,3,0.8817073170731707,0,24,1180.8000000000002
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,970.55,2,3,0.9550307503075031,1,25,1016.25
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,327.45,1,1,1.0106481481481482,0,24,486.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2,0,2,1.0,1,24,1108.8000000000002
1,0,1,1,34,0,1,0,2,0,0,0,0,0,1,0,0,30.4,938.65,2,2,0.9081366099071208,1,34,1033.6
1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,930.05,1,7,0.9827240067624683,0,24,1747.1999999999998
1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,5485.5,2,7,0.9966297544535389,1,53,5504.049999999999
0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,1094.5,3,5,0.9989959839357431,1,24,2191.2
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,207.35,0,4,1.0174190382728163,1,24,1222.8000000000002
1,0,0,0,69,1,2,0,2,2,2,2,2,2,2,0,3,90.65,6322.1,2,9,1.0107516567143897,0,69,6254.85
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5,0,1,1.0,0,24,468.0
1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,3,24.55,1657.4,2,2,0.9928117886665868,0,68,1669.4
1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,99.75,99.75,0,6,1.0,1,24,2394.0
1,0,1,1,51,1,2,1,0,2,0,2,0,0,1,0,0,84.2,4299.75,2,5,1.0012924409668855,0,51,4294.2
1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2768.35,2,6,1.064258803629094,0,28,2601.2000000000003
1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.0,25.0,0,2,1.0,0,24,600.0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1710.15,2,2,0.9771448161586151,0,71,1750.1499999999999
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,6110.75,2,8,0.9880270986935713,0,72,6184.8
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,2,4,1.0162435265883543,1,39,1979.25
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8,0,5,0.9104166666666668,1,24,2304.0
1,0,1,1,40,1,0,1,0,0,2,0,2,0,1,1,2,85.05,3355.65,2,4,0.9863756613756614,1,40,3402.0
0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6185.8,2,9,1.0215344981338972,0,68,6055.4
1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,24.75,66.95,0,1,0.9016835016835018,1,24,594.0
1,0,1,1,43,1,2,1,2,0,2,2,0,0,1,1,1,91.25,4013.8,2,6,1.0229499840713603,0,43,3923.75
0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,5914.4,2,7,0.9888978063135365,1,56,5980.8
1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9,2,1,1.0213355500138541,0,27,541.35
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,400.0,1,1,0.9975062344139651,0,24,481.20000000000005
0,0,1,1,3,0,1,0,0,2,0,0,0,2,0,0,3,40.3,92.5,0,3,0.7650951199338296,1,24,967.1999999999999
0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5,2,5,0.9772232456874895,0,35,2985.5
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.7,6339.3,2,9,0.9815589000371608,0,72,6458.400000000001
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,19.7,0,1,1.0,0,24,472.79999999999995
1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25,2,2,0.989093387866394,0,45,1100.25
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1797.1,2,2,0.9826662292213473,0,72,1828.8
1,0,1,1,65,1,0,0,2,0,0,2,2,2,2,1,0,74.8,4820.15,2,6,0.9913924310983134,0,65,4862.0
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.7,93.7,0,2,1.0480984340044743,1,24,1072.8000000000002
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.95,19.95,0,1,1.0,0,24,478.79999999999995
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,50.6,0,1,0.8349834983498351,0,24,484.79999999999995
0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,85.5,0,3,0.9447513812154696,1,24,1086.0
0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,2,6,0.9914680581018191,0,28,2836.4
0,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,109.0,7661.8,2,8,0.9900245509755783,1,71,7739.0
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,2,7,1.0027304081241617,1,68,5219.0
1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,1095.3,1,4,1.0024252962979912,1,24,2017.1999999999998
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,35.25,0,2,1.0,1,24,846.0
0,0,1,0,33,1,2,1,0,2,2,0,2,2,0,1,2,104.4,3409.6,2,7,0.9896667827702309,1,33,3445.2000000000003
1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2531.8,2,5,0.9500187617260789,1,41,2665.0
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,2,7,1.0130802789067452,1,65,6704.75
0,1,0,0,5,1,0,1,0,0,2,0,2,0,0,1,3,84.85,415.55,0,4,0.9794932233352976,1,24,2036.3999999999999
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55,0,1,1.0,0,24,493.20000000000005
0,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,20.0,0,1,20.0,0,24,480.0
0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65,1,5,0.9736043992667889,1,24,2118.0
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,79.25,0,3,1.0,1,24,1902.0
1,0,1,0,63,1,0,1,2,2,2,2,2,2,2,1,1,110.1,6705.7,2,8,0.966754609806381,0,63,6936.299999999999
1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3482.85,2,6,0.9742237762237762,0,52,3575.0
1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,43.55,1011.5,1,4,1.1060084194412554,0,24,1045.1999999999998
1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85,0,4,1.0,1,24,2180.3999999999996
1,0,1,0,70,1,2,0,2,0,0,2,2,2,2,1,1,76.95,5289.8,2,7,0.9820477118722734,0,70,5386.5
1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,0,21.45,705.45,2,1,0.9396603396603397,0,35,750.75
0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,1033.9,1,4,0.9699784219908059,1,24,1346.4
0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,0,100.5,2599.95,2,6,0.9950057405281285,1,26,2613.0
1,1,1,0,33,0,1,0,0,2,2,2,2,0,0,1,2,50.0,1750.85,2,5,1.0611212121212121,0,33,1650.0
0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,101.75,7069.3,2,6,0.9925307125307126,1,70,7122.5
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,8071.05,2,8,1.0017686922847782,0,72,8056.8
0,1,0,0,18,1,2,1,0,2,0,2,2,2,0,1,1,103.6,1806.35,1,7,0.9686561561561561,0,24,2486.3999999999996
1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,0,101.35,2317.1,1,6,1.0391980983988878,1,24,2432.3999999999996
1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,82.85,5776.45,2,7,1.025320387660194,0,68,5633.799999999999
1,0,0,1,54,1,2,0,0,2,0,0,0,0,0,1,1,55.0,3092.65,2,4,1.0412962962962964,1,54,2970.0
1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,2,4,0.9881823461091754,1,35,1722.0
0,0,1,1,59,1,2,0,2,2,2,2,2,2,2,0,1,90.3,5194.05,2,9,0.9749141280477505,0,59,5327.7
1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3856.75,2,4,1.001584148130835,1,43,3850.65
0,0,1,1,52,1,2,1,0,0,2,0,2,2,1,0,0,101.25,5301.1,2,6,1.0068566001899335,1,52,5265.0
0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,2,5,0.9891773497390969,1,43,3880.75
1,0,0,0,65,1,2,1,2,0,2,2,2,2,1,1,1,110.0,7138.65,2,8,0.9984125874125873,0,65,7150.0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,33.2,0,1,0.8157248157248157,0,24,488.40000000000003
0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,2,6,1.0242148455247615,1,71,7043.2
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,1072.6,2,3,1.0389383959705538,0,29,1032.4
1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7,1167.8,1,3,0.9790409121395035,1,24,1192.8000000000002
1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,2,7,0.999453234223385,0,69,7224.3
0,0,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,108.05,7118.9,2,8,1.013619051009148,0,65,7023.25
1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,5278.15,2,7,0.9371382408295159,1,54,5632.2
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,0,1,1.0,0,24,470.40000000000003
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5,2,5,0.9762443438914027,0,34,2210.0
1,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,3,65.25,209.9,0,5,1.072286079182631,0,24,1566.0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,0,1,1.0,0,24,484.79999999999995
1,0,1,1,57,1,0,1,0,2,2,0,2,2,1,1,1,97.55,5598.0,2,6,1.0067711564919475,1,57,5560.349999999999
1,0,1,0,11,1,0,0,0,0,0,0,2,0,0,1,0,55.05,608.15,3,3,1.0042936173726364,1,24,1321.1999999999998
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,114.0,8175.9,2,9,1.0101186063750927,0,71,8094.0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,71.3,157.75,0,2,1.1062412342215988,1,24,1711.1999999999998
1,0,1,0,66,1,2,0,2,2,2,2,2,2,2,0,0,91.7,6075.9,2,9,1.0039159313968473,0,66,6052.2
1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,3,54.45,87.3,0,4,0.8016528925619834,0,24,1306.8000000000002
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,7887.25,2,8,0.9999556265530707,1,72,7887.599999999999
0,0,0,0,41,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75,2,7,1.0143256410648014,0,41,3273.85
1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,3270.25,2,6,0.985074402072414,1,33,3319.7999999999997
1,0,1,1,6,1,0,0,0,2,2,0,0,0,0,1,3,55.3,324.25,0,4,0.9772453285111514,1,24,1327.1999999999998
0,0,1,0,58,1,2,0,2,0,0,2,0,2,1,1,2,68.4,3972.25,2,6,1.0012729380923573,0,58,3967.2000000000003
0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,75.75,655.9,3,3,0.962082874954162,1,24,1818.0
0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,4860.35,2,8,1.0060336976320583,1,44,4831.2
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,2,20.55,99.45,0,1,0.9678832116788322,0,24,493.20000000000005
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1835.3,1,4,1.0056162844853567,1,24,1904.3999999999999
1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,754.5,2,1,1.0775492716366752,0,36,700.1999999999999
0,0,0,0,19,1,2,1,2,2,0,0,0,2,0,1,2,95.15,1789.25,1,6,0.989711535802196,1,24,2283.6000000000004
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,0,3,25.6,485.9,1,2,0.9989720394736841,0,24,614.4000000000001
1,0,1,1,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1,1,5,0.9629770871071281,1,24,2221.2
0,0,0,0,7,1,2,1,2,0,0,0,0,0,0,1,3,79.65,604.7,3,4,1.084566406600305,1,24,1911.6000000000001
1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3515.25,2,4,1.0032535639368123,1,71,3503.85
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,3395.8,2,6,0.9795341458138026,1,35,3466.75
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,4266.4,2,4,0.9976965799473837,1,55,4276.25
0,0,0,0,31,1,0,1,2,0,2,2,0,0,0,0,2,87.6,2724.25,2,5,1.003185299749595,0,31,2715.6
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,44.4,44.4,0,2,1.0,1,24,1065.6
0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,2,6,1.0433689205219454,0,30,2107.5
0,0,1,0,60,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2911.5,2,5,0.9695304695304695,1,60,3003.0
1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,477.7,0,4,1.067486033519553,1,24,2148.0
1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1803.7,2,5,1.0010545010545011,0,33,1801.8
1,0,0,1,13,1,0,0,2,0,0,0,0,0,0,1,1,52.1,670.65,1,3,0.9901816034253653,1,24,1250.4
1,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,2,20.65,702.05,2,1,1.0966960868546434,0,31,640.15
1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.35,216.45,3,2,0.9218483816013627,1,24,704.4000000000001
0,0,0,0,25,1,2,1,0,0,0,0,2,0,0,1,3,84.6,2088.05,2,4,0.9872576832151301,1,25,2115.0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,1346.2,2,1,1.005677573584342,0,69,1338.6
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,1,111.95,7795.95,2,9,0.9948254960760543,0,70,7836.5
1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,94.7,673.1,3,6,1.0153869361894705,1,24,2272.8
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,199.45,3,1,1.0022613065326633,0,24,477.59999999999997
1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,3005.8,2,4,0.9854112710225224,0,59,3050.3
1,0,0,0,65,1,2,0,0,2,2,2,0,2,2,1,1,74.2,4805.65,2,7,0.9964026539498236,0,65,4823.0
1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3682.45,2,7,0.9741931216931217,1,48,3780.0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,3,20.1,670.35,2,1,1.0106286748077793,0,33,663.3000000000001
1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,329.75,1,1,0.9747265740467043,0,24,477.59999999999997
0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,2,8,0.9663853852958425,0,63,5030.549999999999
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8,92.45,0,3,0.967050209205021,1,24,1147.1999999999998
0,1,0,0,14,1,2,1,0,0,2,0,0,0,0,1,0,80.35,1058.1,1,4,0.9406169437283315,1,24,1928.3999999999999
0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4869.35,2,7,1.0192042029470865,0,64,4777.6
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4,24.4,0,1,1.0,1,24,585.5999999999999
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,2,8,0.963527449196239,0,72,7912.8
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1,6,1.004778481012658,1,24,2370.0
0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,1,3,35.8,363.15,3,2,0.9221686135093957,1,24,859.1999999999999
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,4060.9,2,8,1.0187524302898787,0,49,3986.1499999999996
0,0,0,0,45,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15,2,5,1.0432126415329102,1,45,4018.5
0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,3242.5,2,8,1.0054263565891473,0,30,3225.0
0,0,1,0,23,1,0,0,2,0,2,2,0,2,1,1,0,68.75,1689.45,1,6,1.0684268774703558,0,24,1650.0
1,0,0,0,64,1,2,1,0,0,2,2,2,2,1,1,1,104.65,6889.8,2,7,1.0286968466316293,0,64,6697.6
0,0,1,1,57,1,2,1,0,2,0,0,2,2,0,1,2,100.6,5611.7,2,6,0.9786369502284539,1,57,5734.2
1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25,2,5,0.9812955018200727,1,32,3076.8
1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,4263.4,2,6,1.0162566742944317,0,69,4195.2
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.55,90.55,0,4,1.0,1,24,2173.2
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,2,9,1.013573411571708,0,72,6339.599999999999
1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4,2,5,0.9863091842555619,0,32,2804.8
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,70.05,3062.45,2,6,0.971512411769371,0,45,3152.25
0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,1,3,62.15,113.1,0,4,0.909895414320193,1,24,1491.6
1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2431.95,2,4,0.9748075998075997,1,54,2494.8
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,735.5,3,2,1.0484675694939416,1,24,1683.6000000000001
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,811.8,3,3,1.094807821982468,1,24,1779.6000000000001
1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,8016.6,2,9,0.9813981673614044,0,71,8168.55
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95,0,3,1.0,1,24,1894.8000000000002
0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,5265.1,2,7,0.9903692417658898,1,66,5316.3
0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,390.85,1,1,1.0776123518059002,0,24,483.59999999999997
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,76.25,684.85,3,3,0.997959927140255,1,24,1830.0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,76.95,0,1,1.251219512195122,0,24,492.0
1,0,0,0,64,1,2,1,2,0,2,2,0,2,2,0,1,99.25,6549.45,2,7,1.0310846977329975,0,64,6352.0
1,0,1,0,32,1,2,1,0,0,0,2,0,0,1,1,2,79.25,2619.15,2,4,1.03278785488959,0,32,2536.0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,2,74.9,74.9,0,3,1.0,1,24,1797.6000000000001
0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05,2,2,0.9812925170068029,1,49,2146.2
1,0,1,1,31,1,2,0,2,2,0,2,0,2,1,1,0,75.25,2344.5,2,7,1.0050369735290965,0,31,2332.75
